ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
886	"ENSG00000235050.6"	"RP11-411K7.4"	chr6	-	54032376	54032436	54043351	54043427	54031606	54031701	54047291	54047594
887	"ENSG00000235050.6"	"RP11-411K7.4"	chr6	-	54041040	54041073	54043351	54043427	54032376	54032436	54047489	54047594
888	"ENSG00000141431.11"	"ASXL3"	chr18	+	33616678	33616726	33626861	33627070	33607593	33607676	33641820	33641823
889	"ENSG00000141431.11"	"ASXL3"	chr18	+	33616678	33616726	33626872	33627070	33607593	33607676	33641820	33641823
890	"ENSG00000141431.11"	"ASXL3"	chr18	+	33626861	33627070	33641820	33641823	33607593	33607676	33644893	33645002
891	"ENSG00000141431.11"	"ASXL3"	chr18	+	33626872	33627070	33641820	33641823	33607593	33607676	33644893	33645002
892	"ENSG00000141431.11"	"ASXL3"	chr18	+	33626872	33627070	33641820	33641823	33616678	33616726	33644893	33645002
893	"ENSG00000117543.20"	"DPH5"	chr1	-	101001466	101001544	101013709	101013818	100995109	100995149	101021640	101021765
894	"ENSG00000117543.20"	"DPH5"	chr1	-	101001466	101001587	101013709	101013818	100995109	100995149	101021640	101021765
895	"ENSG00000143416.20"	"SELENBP1"	chr1	-	151369003	151369189	151369441	151369554	151368198	151368319	151369712	151369769
896	"ENSG00000131051.22"	"RBM39"	chr20	-	35739392	35739547	35740524	35740597	35738967	35739017	35740823	35740887
897	"ENSG00000133835.15"	"HSD17B4"	chr5	+	119464613	119464693	119471635	119471700	119456314	119456368	119473907	119474015
898	"ENSG00000133835.15"	"HSD17B4"	chr5	+	119464613	119464693	119472457	119472576	119456314	119456368	119473907	119474015
899	"ENSG00000133835.15"	"HSD17B4"	chr5	+	119471635	119471700	119472457	119472576	119456314	119456368	119473907	119474015
900	"ENSG00000133835.15"	"HSD17B4"	chr5	+	119477797	119477894	119478093	119478141	119477416	119477501	119478833	119479021
901	"ENSG00000221978.11"	"CCNL2"	chr1	-	1388625	1388743	1388949	1389047	1387953	1388065	1390229	1390371
902	"ENSG00000122971.8"	"ACADS"	chr12	+	120737836	120737988	120738048	120738188	120737355	120737467	120738279	120738450
903	"ENSG00000182389.19"	"CACNB4"	chr2	-	151855223	151855375	151870530	151870611	151841902	151842088	151872416	151872493
904	"ENSG00000182389.19"	"CACNB4"	chr2	-	151855223	151855375	151870841	151870861	151841902	151842088	151872416	151872493
905	"ENSG00000182389.19"	"CACNB4"	chr2	-	151860710	151860820	151870530	151870611	151855223	151855375	151870841	151870861
906	"ENSG00000182389.19"	"CACNB4"	chr2	-	151860710	151860820	151870530	151870611	151855223	151855375	151872416	151872493
907	"ENSG00000182389.19"	"CACNB4"	chr2	-	151860710	151860820	151870530	151872493	151855223	151855375	151876425	151876556
908	"ENSG00000182389.19"	"CACNB4"	chr2	-	151860710	151860820	151872416	151872493	151855223	151855375	151876425	151876556
909	"ENSG00000182389.19"	"CACNB4"	chr2	-	151870530	151870611	151870841	151870861	151841902	151842088	151872416	151872493
910	"ENSG00000182389.19"	"CACNB4"	chr2	-	151870530	151870611	151870841	151870861	151860710	151860820	151872416	151872493
911	"ENSG00000182389.19"	"CACNB4"	chr2	-	151967536	151967610	151970280	151970426	151883250	151883370	151971544	151971704
912	"ENSG00000082126.17"	"MPP4"	chr2	-	201685918	201686050	201687290	201687371	201685063	201685145	201690201	201690279
913	"ENSG00000156515.22"	"HK1"	chr10	+	69271006	69271096	69278523	69278785	69270004	69270108	69282528	69282650
914	"ENSG00000168385.17"	"SEPT2"	chr2	+	241324215	241324241	241325992	241326113	241315269	241315610	241335125	241335212
915	"ENSG00000141469.17"	"SLC14A1"	chr18	+	45727260	45727418	45731014	45731204	45724949	45725013	45734273	45734402
916	"ENSG00000141469.17"	"SLC14A1"	chr18	+	45729985	45730120	45730299	45730471	45724949	45725013	45731014	45731204
917	"ENSG00000141469.17"	"SLC14A1"	chr18	+	45736455	45736648	45739162	45739310	45734273	45734402	45739527	45739662
918	"ENSG00000132780.16"	"NASP"	chr1	+	45594693	45594773	45600384	45600457	45591222	45591270	45602254	45602365
919	"ENSG00000132780.16"	"NASP"	chr1	+	45602254	45602365	45604935	45605016	45591222	45591270	45606481	45606591
920	"ENSG00000092621.12"	"PHGDH"	chr1	+	119724318	119724469	119724784	119724875	119723375	119723441	119726850	119726905
921	"ENSG00000230937.11"	"MIR205HG"	chr1	+	209430424	209430476	209431742	209431825	209429180	209429408	209432203	209432549
922	"ENSG00000184313.19"	"MROH7"	chr1	+	54679890	54680045	54682655	54682794	54679262	54679439	54686257	54686448
923	"ENSG00000180376.16"	"CCDC66"	chr3	+	56560861	56561012	56561256	56561378	56559568	56559594	56563683	56564125
924	"ENSG00000180376.16"	"CCDC66"	chr3	+	56571180	56571302	56592969	56593101	56566949	56567053	56593490	56593741
925	"ENSG00000169744.12"	"LDB2"	chr4	-	16674199	16674319	16752406	16752458	16595702	16595875	16759157	16759260
926	"ENSG00000267470.5"	"CTD-3064H18.6"	chr19	+	37566439	37566484	37567617	37567750	37566030	37566089	37569849	37569996
927	"ENSG00000076067.12"	"RBMS2"	chr12	+	56571697	56571855	56580277	56580375	56569898	56569990	56581183	56581263
928	"ENSG00000213160.9"	"KLHL23"	chr2	+	169697892	169697982	169735012	169736227	169697360	169697531	169741384	169741537
929	"ENSG00000116754.13"	"SRSF11"	chr1	+	70231094	70231203	70231858	70231975	70228421	70228555	70232267	70232377
930	"ENSG00000123352.17"	"SPATS2"	chr12	+	49371227	49371290	49454224	49454385	49366904	49367021	49460769	49461037
931	"ENSG00000123352.17"	"SPATS2"	chr12	+	49387053	49387137	49406472	49406565	49371227	49371290	49460769	49461037
932	"ENSG00000123352.17"	"SPATS2"	chr12	+	49387053	49387137	49441729	49441816	49371227	49371290	49460769	49461037
933	"ENSG00000123352.17"	"SPATS2"	chr12	+	49406472	49406565	49441729	49441816	49371227	49371290	49460769	49461037
934	"ENSG00000117620.14"	"SLC35A3"	chr1	+	99999260	99999415	100007033	100007156	99993536	99993741	100011364	100011533
935	"ENSG00000154556.17"	"SORBS2"	chr4	-	185638078	185638162	185638876	185639035	185635354	185635411	185646667	185646782
936	"ENSG00000154556.17"	"SORBS2"	chr4	-	185684753	185684846	185690561	185690611	185678795	185678822	185734098	185734154
937	"ENSG00000154556.17"	"SORBS2"	chr4	-	185684753	185684846	185690561	185690611	185678795	185678822	185775226	185775366
938	"ENSG00000154556.17"	"SORBS2"	chr4	-	185684753	185684846	185775059	185775111	185678795	185678822	185775226	185775441
939	"ENSG00000154556.17"	"SORBS2"	chr4	-	185684753	185684846	185690561	185690611	185678795	185678822	185775230	185775366
940	"ENSG00000154556.17"	"SORBS2"	chr4	-	185690561	185690611	185734098	185734154	185684753	185684846	185775226	185775366
941	"ENSG00000258644.5"	"SYNJ2BP-COX16"	chr14	-	70342657	70342729	70373032	70373131	70329173	70329236	70375675	70375771
942	"ENSG00000232284.7"	"RP11-518D3.1"	chr1	+	68100697	68100774	68102654	68102727	68099728	68099792	68117450	68117732
943	"ENSG00000162910.18"	"MRPL55"	chr1	-	228108436	228108474	228108954	228109021	228108234	228108318	228109260	228109299
944	"ENSG00000262879.5"	"RP11-156P1.3"	chr17	-	47035043	47035126	47054117	47054213	47033277	47033381	47056459	47056753
945	"ENSG00000143469.18"	"SYT14"	chr1	+	209953054	209953259	209965892	209966013	209952708	209952756	210013632	210013797
946	"ENSG00000033627.16"	"ATP6V0A1"	chr17	+	42468009	42468107	42470089	42470218	42466428	42466507	42477659	42477742
947	"ENSG00000154175.16"	"ABI3BP"	chr3	-	100829580	100829664	100830577	100830634	100828392	100828452	100832263	100832350
948	"ENSG00000154175.16"	"ABI3BP"	chr3	-	100862837	100862909	100864001	100864076	100862310	100862385	100864832	100864907
949	"ENSG00000114120.11"	"SLC25A36"	chr3	+	140966347	140966434	140966933	140967036	140963126	140963227	140970926	140970993
950	"ENSG00000114120.11"	"SLC25A36"	chr3	+	140966347	140966434	140966999	140967036	140963126	140963227	140970926	140970993
951	"ENSG00000143458.11"	"GABPB2"	chr1	+	151088469	151088517	151090405	151090573	151088189	151088297	151093191	151093386
952	"ENSG00000077232.17"	"DNAJC10"	chr2	+	182752548	182752623	182754702	182754805	182752071	182752188	182755002	182755104
953	"ENSG00000132768.13"	"DPH2"	chr1	+	43970965	43971189	43971386	43972070	43970595	43970708	43972157	43972334
954	"ENSG00000197343.10"	"ZNF655"	chr7	+	99561887	99561973	99571259	99571379	99560532	99560695	99571687	99571792
955	"ENSG00000152670.18"	"DDX4"	chr5	+	55767880	55767940	55779963	55780065	55764013	55764064	55781065	55781146
956	"ENSG00000137996.12"	"RTCA"	chr1	+	100267165	100267245	100267499	100267538	100266523	100266624	100268151	100268295
957	"ENSG00000164074.15"	"ABHD18"	chr4	+	127989720	127989821	128001715	128001760	127984338	127984423	128008919	128008998
958	"ENSG00000259905.5"	"PWRN1"	chr15	+	24567896	24568182	24568530	24568563	24566655	24566800	24569782	24569809
959	"ENSG00000066136.20"	"NFYC"	chr1	+	40723688	40723792	40735600	40735750	40723207	40723274	40738835	40738948
960	"ENSG00000066136.20"	"NFYC"	chr1	+	40749572	40749686	40753150	40753246	40747533	40747605	40758120	40758294
961	"ENSG00000138674.16"	"SEC31A"	chr4	-	82861630	82861708	82862533	82862572	82857688	82857764	82863317	82863392
962	"ENSG00000151116.16"	"UEVLD"	chr11	-	18570213	18570377	18575346	18575412	18566346	18566482	18578723	18578808
963	"ENSG00000138380.17"	"CARF"	chr2	+	202924296	202924415	202934501	202934599	202917876	202918043	202941859	202941980
964	"ENSG00000138380.17"	"CARF"	chr2	+	202924296	202924415	202938273	202938395	202917876	202918043	202941859	202941980
965	"ENSG00000138380.17"	"CARF"	chr2	+	202924296	202924415	202941859	202941980	202917876	202918043	202952558	202952679
966	"ENSG00000138380.17"	"CARF"	chr2	+	202924296	202924415	202942739	202942967	202917876	202918043	202952558	202952679
967	"ENSG00000138380.17"	"CARF"	chr2	+	202924356	202924415	202934501	202934599	202917876	202918043	202941859	202941980
968	"ENSG00000138380.17"	"CARF"	chr2	+	202924356	202924415	202938273	202938395	202917876	202918043	202941859	202941980
969	"ENSG00000138380.17"	"CARF"	chr2	+	202924356	202924415	202941859	202941980	202917876	202918043	202942739	202942967
970	"ENSG00000138380.17"	"CARF"	chr2	+	202934501	202934599	202938273	202938395	202917876	202918043	202941859	202941980
971	"ENSG00000138380.17"	"CARF"	chr2	+	202941859	202941980	202942739	202942967	202917876	202918043	202952558	202952679
972	"ENSG00000170954.11"	"ZNF415"	chr19	-	53115209	53115307	53115703	53115924	53107878	53109908	53116312	53116433
973	"ENSG00000183317.16"	"EPHA10"	chr1	-	37722005	37722296	37722804	37722931	37721659	37721845	37723040	37723166
974	"ENSG00000160087.20"	"UBE2J2"	chr1	-	1264782	1264830	1266097	1266290	1263345	1263386	1267861	1267992
975	"ENSG00000158019.20"	"BRE"	chr2	+	28310081	28310153	28327273	28327447	28298337	28298491	28338449	28338901
976	"ENSG00000253554.5"	"RP11-32K4.1"	chr8	-	64166974	64167027	64230555	64230619	64151092	64151164	64368340	64368558
977	"ENSG00000136682.14"	"CBWD2"	chr2	+	113455555	113455643	113457064	113457209	113454740	113454778	113460672	113460719
978	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144691038	144691110	144763396	144763528	144667966	144668108	144766369	144766530
979	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144691038	144691110	144766369	144766530	144667977	144668108	144768097	144768280
980	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	144940857	144940945	144768097	144768280	145164172	145164312
981	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	145070819	145070941	144768097	144768280	145164172	145164312
982	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	144903665	144903803	144768097	144768280	145171997	145172131
983	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	144940857	144940945	144768097	144768280	145171997	145172131
984	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	145016367	145016523	144768097	144768280	145171997	145172131
985	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	145057650	145057728	144768097	144768280	145171997	145172131
986	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	145117555	145117653	144768097	144768280	145171997	145172131
987	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	145164172	145164312	144768097	144768280	145171997	145172131
988	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	144903665	144903803	144768097	144768280	145182203	145182374
989	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	145117555	145117653	144768097	144768280	145182203	145182374
990	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	145171997	145172131	144768097	144768280	145182203	145182374
991	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144863944	144863998	145181009	145181112	144768097	144768280	145182203	145182374
992	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144865394	144865460	144935343	144935483	144863944	144863998	145164172	145164312
993	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145113220	145113443	144768097	144768280	145117555	145117653
994	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	144940857	144940945	144768097	144768280	145171997	145172131
995	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145016367	145016523	144768097	144768280	145171997	145172131
996	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145057650	145057728	144768097	144768280	145171997	145172131
997	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145117555	145117653	144768097	144768280	145171997	145172131
998	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145164172	145164312	144768097	144768280	145171997	145172131
999	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145117555	145117653	144768097	144768280	145182203	145182374
1000	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145171997	145172131	144768097	144768280	145182203	145182374
1001	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145181009	145181112	144768097	144768280	145182203	145182374
1002	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145164172	145164312	144863944	144863998	145171997	145172131
1003	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144903665	144903803	145171997	145172131	144863944	144863998	145181009	145181112
1004	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144940857	144940945	145070819	145070941	144768097	144768280	145164172	145164312
1005	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144940857	144940945	145016367	145016523	144768097	144768280	145171997	145172131
1006	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144940857	144940945	145057650	145057728	144768097	144768280	145171997	145172131
1007	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144940857	144940945	145117555	145117653	144768097	144768280	145171997	145172131
1008	"ENSG00000226674.9"	"AC074093.1"	chr2	+	144940857	144940945	145164172	145164312	144768097	144768280	145171997	145172131
1009	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145016367	145016523	145057650	145057728	144768097	144768280	145171997	145172131
1010	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145016367	145016523	145117555	145117653	144768097	144768280	145171997	145172131
1011	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145016367	145016523	145164172	145164312	144768097	144768280	145171997	145172131
1012	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145057650	145057728	145117555	145117653	144768097	144768280	145171997	145172131
1013	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145057650	145057728	145164172	145164312	144768097	144768280	145171997	145172131
1014	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145057650	145057728	145117555	145117653	144903665	144903803	145171997	145172131
1015	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145057650	145057728	145070819	145070941	145023227	145023273	145171997	145172131
1016	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145057650	145057728	145072523	145072823	145023227	145023273	145171997	145172131
1017	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145057650	145057728	145090830	145090903	145023227	145023273	145171997	145172131
1018	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145057650	145057728	145117555	145117653	145023227	145023273	145171997	145172131
1019	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145057650	145057728	145164172	145164312	145023227	145023273	145171997	145172131
1020	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145070819	145070941	145072523	145072823	145023227	145023273	145171997	145172131
1021	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145070819	145070941	145090830	145090903	145023227	145023273	145171997	145172131
1022	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145070819	145070941	145117555	145117653	145023227	145023273	145171997	145172131
1023	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145070819	145070941	145164172	145164312	145023227	145023273	145171997	145172131
1024	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145072523	145072823	145090830	145090903	145023227	145023273	145171997	145172131
1025	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145072523	145072823	145117555	145117653	145023227	145023273	145171997	145172131
1026	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145072523	145072823	145164172	145164312	145023227	145023273	145171997	145172131
1027	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145090830	145090903	145117555	145117653	145023227	145023273	145171997	145172131
1028	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145090830	145090903	145164172	145164312	145023227	145023273	145171997	145172131
1029	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145117555	145117653	145164172	145164312	144768097	144768280	145171997	145172131
1030	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145117555	145117653	145171997	145172131	144768097	144768280	145182203	145182374
1031	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145117555	145117653	145181009	145181112	144768097	144768280	145182203	145182374
1032	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145117555	145117653	145164172	145164312	145023227	145023273	145171997	145172131
1033	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145171997	145172131	145181009	145181112	144768097	144768280	145182203	145182374
1034	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145171997	145172131	145181009	145181112	144903665	144903803	145182203	145182374
1035	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145174886	145174992	145181009	145181112	145171997	145172131	145182045	145182093
1036	"ENSG00000226674.9"	"AC074093.1"	chr2	+	145181009	145181112	145182045	145182093	145171997	145172131	145182203	145182374
1037	"ENSG00000186115.12"	"CYP4F2"	chr19	-	15893736	15893881	15895505	15895650	15892528	15892582	15897413	15897612
1038	"ENSG00000064225.12"	"ST3GAL6"	chr3	+	98773919	98773983	98784944	98785040	98772812	98772916	98788035	98788222
1039	"ENSG00000172456.17"	"FGGY"	chr1	+	59339957	59340069	59346246	59346398	59321535	59321750	59378748	59378837
1040	"ENSG00000172456.17"	"FGGY"	chr1	+	59339957	59340069	59378748	59378837	59321535	59321750	59456960	59457076
1041	"ENSG00000197548.12"	"ATG7"	chr3	+	11282192	11282438	11288648	11288740	11280993	11281102	11298685	11298855
1042	"ENSG00000117640.17"	"MTFR1L"	chr1	+	25823237	25823323	25823345	25823439	25823018	25823128	25823643	25823748
1043	"ENSG00000162066.14"	"AMDHD2"	chr16	+	2527560	2527615	2527772	2527985	2520983	2521123	2528059	2528148
